	Unnamed: 0	Unnamed: 0.1	LABEL	SENTENCE	WORDS	SINGLE
932	932	935	表态#满意	和你聊得很开心	和 你 聊得 很 开心	和 你 聊 得 很 开 心
933	933	936	表态#满意	哈哈，幸亏有你在	哈哈 ， 幸亏 有 你 在	哈 哈 ， 幸 亏 有 你 在
934	934	937	表态#满意	太给力了	太给力 了	太 给 力 了
935	935	938	表态#满意	好厉害的手机	好 厉害 的 手机	好 厉 害 的 手 机
936	936	939	表态#满意	好喜欢的手机	好 喜欢 的 手机	好 喜 欢 的 手 机
937	937	940	表态#满意	好开心啊，谢谢你哦	好开心 啊 ， 谢谢 你 哦	好 开 心 啊 ， 谢 谢 你 哦
938	938	941	表态#满意	好犀利	好 犀利	好 犀 利
939	939	942	表态#满意	好犀利啊	好 犀利 啊	好 犀 利 啊
940	940	943	表态#满意	好评	好评	好 评
941	941	944	表态#满意	希望你再接再厉，取得更大的进步	希望 你 再接再厉 ， 取得 更大 的 进步	希 望 你 再 接 再 厉 ， 取 得 更 大 的 进 步
942	942	945	表态#满意	干得好	干得 好	干 得 好
943	943	946	表态#满意	干的漂亮	干 的 漂亮	干 的 漂 亮
944	944	947	表态#满意	很好	很 好	很 好
945	945	948	表态#满意	很满意	很 满意	很 满 意
946	946	949	表态#满意	我中意它	我 中意 它	我 中 意 它
947	947	950	表态#满意	我中意这款	我 中意 这 款	我 中 意 这 款
948	948	951	表态#满意	我好中意	我 好 中意	我 好 中 意
949	949	952	表态#满意	我好喜欢这个	我 好 喜欢 这个	我 好 喜 欢 这 个
950	950	953	表态#满意	我很享受我们之间的交流	我 很 享受 我们 之间 的 交流	我 很 享 受 我 们 之 间 的 交 流
951	951	954	表态#满意	我很喜欢	我 很 喜欢	我 很 喜 欢
952	952	955	表态#满意	我懂了，好厉害	我 懂 了 ， 好 厉害	我 懂 了 ， 好 厉 害
953	953	956	表态#满意	我真心喜欢他	我 真心 喜欢 他	我 真 心 喜 欢 他
954	954	957	表态#满意	我非常喜欢这个	我 非常 喜欢 这个	我 非 常 喜 欢 这 个
955	955	958	表态#满意	有你在，真好啊	有 你 在 ， 真好 啊	有 你 在 ， 真 好 啊
956	956	959	表态#满意	有你真好	有 你 真 好	有 你 真 好
957	957	960	表态#满意	正解，难得我们能想到一块去	正 解 ， 难得 我们 能 想到 一块 去	正 解 ， 难 得 我 们 能 想 到 一 块 去
958	958	961	表态#满意	漂亮	漂亮	漂 亮
959	959	962	表态#满意	牛	牛	牛
960	960	963	表态#满意	牛逼	牛 逼	牛 逼
961	961	964	表态#满意	猴赛雷	猴赛 雷	猴 赛 雷
962	962	965	表态#满意	看来你的推荐可以接受	看来 你 的 推荐 可以 接受	看 来 你 的 推 荐 可 以 接 受
963	963	966	表态#满意	真厉害啊	真 厉害 啊	真 厉 害 啊
964	964	967	表态#满意	真棒	真棒	真 棒
965	965	968	表态#满意	真牛	真牛	真 牛
966	966	969	表态#满意	真的不错	真的 不错	真 的 不 错
967	967	970	表态#满意	真的好漂亮	真的 好 漂亮	真 的 好 漂 亮
968	968	971	表态#满意	给你赞一个	给 你 赞 一个	给 你 赞 一 个
969	969	972	表态#满意	给力	给力	给 力
970	970	973	表态#满意	绝对好评	绝对 好评	绝 对 好 评
971	971	974	表态#满意	讲话就该像你这样	讲话 就 该 像 你 这样	讲 话 就 该 像 你 这 样
972	972	975	表态#满意	说得太棒了	说 得 太棒了	说 得 太 棒 了
973	973	976	表态#满意	貌似很不错哦	貌似 很 不错 哦	貌 似 很 不 错 哦
974	974	977	表态#满意	赞	赞	赞
975	975	978	表态#满意	超级棒的手机	超级 棒 的 手机	超 级 棒 的 手 机
976	976	979	表态#满意	这个不错	这个 不错	这 个 不 错
977	977	980	表态#满意	这款手机不错	这 款 手机 不错	这 款 手 机 不 错
978	978	981	表态#满意	这款手机好犀利	这 款 手机 好 犀利	这 款 手 机 好 犀 利
979	979	982	表态#满意	非常棒	非常 棒	非 常 棒
980	980	983	表态#犹豫	买还是不买呢	买 还是 不买 呢	买 还 是 不 买 呢
981	981	984	表态#犹豫	你好，等我问清楚了，再过来答复您好吗	你好 ， 等 我 问 清楚 了 ， 再 过来 答复 您好 吗	你 好 ， 等 我 问 清 楚 了 ， 再 过 来 答 复 您 好 吗
982	982	985	表态#犹豫	你有什么意见	你 有 什么 意见	你 有 什 么 意 见
983	983	986	表态#犹豫	你有没有什么好的建议	你 有没有 什么 好 的 建议	你 有 没 有 什 么 好 的 建 议
984	984	987	表态#犹豫	你有没有好的建议吗	你 有没有 好 的 建议 吗	你 有 没 有 好 的 建 议 吗
985	985	988	表态#犹豫	你的意见呢	你 的 意见 呢	你 的 意 见 呢
986	986	989	表态#犹豫	你等等，我再想下	你 等等 ， 我 再 想 下	你 等 等 ， 我 再 想 下
987	987	990	表态#犹豫	你认为我买哪款比较好	你 认为 我 买 哪款 比较 好	你 认 为 我 买 哪 款 比 较 好
988	988	991	表态#犹豫	你说买哪个好点	你 说 买 哪个 好点	你 说 买 哪 个 好 点
989	989	992	表态#犹豫	再考虑下	再 考虑 下	再 考 虑 下
990	990	993	表态#犹豫	到底值不值得买呢	到底 值不值得 买 呢	到 底 值 不 值 得 买 呢
991	991	994	表态#犹豫	到底哪一款比较好	到底 哪 一款 比较 好	到 底 哪 一 款 比 较 好
992	992	995	表态#犹豫	可是我没有想好买哪部手机	可是 我 没有 想 好 买 哪 部手机	可 是 我 没 有 想 好 买 哪 部 手 机
993	993	996	表态#犹豫	哪一个比较好	哪 一个 比较 好	哪 一 个 比 较 好
994	994	997	表态#犹豫	哪个好呢	哪个 好 呢	哪 个 好 呢
995	995	998	表态#犹豫	哪个好看点	哪个 好看 点	哪 个 好 看 点
996	996	999	表态#犹豫	哪款好呢	哪款 好 呢	哪 款 好 呢
997	997	1000	表态#犹豫	好纠结好纠结呀	好 纠结 好 纠结 呀	好 纠 结 好 纠 结 呀
998	998	1001	表态#犹豫	我不清楚想要哪个	我 不 清楚 想要 哪个	我 不 清 楚 想 要 哪 个
999	999	1002	表态#犹豫	我不知道哪个好	我 不 知道 哪个 好	我 不 知 道 哪 个 好
1000	1000	1003	表态#犹豫	我不知道选哪一个	我 不 知道 选 哪 一个	我 不 知 道 选 哪 一 个
1001	1001	1004	表态#犹豫	我不知道选哪款手机	我 不 知道 选 哪款 手机	我 不 知 道 选 哪 款 手 机
1002	1002	1005	表态#犹豫	我不确定到底要买哪一款手机	我 不 确定 到底 要 买 哪 一款 手机	我 不 确 定 到 底 要 买 哪 一 款 手 机
1003	1003	1006	表态#犹豫	我再思考下	我 再 思考 下	我 再 思 考 下
1004	1004	1007	表态#犹豫	我再想想	我 再 想想	我 再 想 想
1005	1005	1008	表态#犹豫	我再考虑下把	我 再 考虑 下 把	我 再 考 虑 下 把
1006	1006	1009	表态#犹豫	我和朋友商量下	我 和 朋友 商量 下	我 和 朋 友 商 量 下
1007	1007	1010	表态#犹豫	我思考下	我 思考 下	我 思 考 下
1008	1008	1011	表态#犹豫	我想先考虑下	我 想 先 考虑 下	我 想 先 考 虑 下
1009	1009	1012	表态#犹豫	我想想	我 想想	我 想 想
1010	1010	1013	表态#犹豫	我想考虑下	我 想 考虑 下	我 想 考 虑 下
1011	1011	1014	表态#犹豫	我无法做出决定	我 无法 做出 决定	我 无 法 做 出 决 定
1012	1012	1015	表态#犹豫	我没有任何思路	我 没有 任何 思路	我 没 有 任 何 思 路
1013	1013	1016	表态#犹豫	我没有任何想法	我 没有 任何 想法	我 没 有 任 何 想 法
1014	1014	1017	表态#犹豫	我没有任何方案	我 没有 任何 方案	我 没 有 任 何 方 案
1015	1015	1018	表态#犹豫	我没有任何观点	我 没有 任何 观点	我 没 有 任 何 观 点
1016	1016	1019	表态#犹豫	我没有好的做法	我 没有 好 的 做法	我 没 有 好 的 做 法
1017	1017	1020	表态#犹豫	我没有好的思路	我 没有 好 的 思路	我 没 有 好 的 思 路
1018	1018	1021	表态#犹豫	我没有好的想法	我 没有 好 的 想法	我 没 有 好 的 想 法
1019	1019	1022	表态#犹豫	我没有好的方案	我 没有 好 的 方案	我 没 有 好 的 方 案
1020	1020	1023	表态#犹豫	我没有好的观点	我 没有 好 的 观点	我 没 有 好 的 观 点
1021	1021	1024	表态#犹豫	我犹豫不决啊	我 犹豫不决 啊	我 犹 豫 不 决 啊
1022	1022	1025	表态#犹豫	我要买哪一个	我要 买 哪 一个	我 要 买 哪 一 个
1023	1023	1026	表态#犹豫	我该使用哪款手机	我该 使用 哪款 手机	我 该 使 用 哪 款 手 机
1024	1024	1027	表态#犹豫	我还在纠结哪一个	我 还 在 纠结 哪 一个	我 还 在 纠 结 哪 一 个
1025	1025	1028	表态#犹豫	有好的意见吗	有 好 的 意见 吗	有 好 的 意 见 吗
1026	1026	1029	表态#犹豫	正在犹豫要不要	正在 犹豫 要 不要	正 在 犹 豫 要 不 要
1027	1027	1031	表态#犹豫	犹豫不决	犹豫不决	犹 豫 不 决
1028	1028	1032	表态#犹豫	等一下，我想想	等 一下 ， 我 想想	等 一 下 ， 我 想 想
1029	1029	1033	表态#犹豫	给点意见	给 点 意见	给 点 意 见
1030	1030	1034	表态#犹豫	考虑下	考虑 下	考 虑 下
1031	1031	1035	表态#犹豫	要这部手机还是那部呢	要 这 部手机 还是 那部 呢	要 这 部 手 机 还 是 那 部 呢
1032	1032	1036	表态#犹豫	谁比较好	谁 比较 好	谁 比 较 好
1033	1033	1037	表态#犹豫	这部手机好还是那部手机好	这 部手机 好 还是 那 部手机 好	这 部 手 机 好 还 是 那 部 手 机 好
1034	1034	1038	表态#犹豫	选哪一台好呢	选 哪 一台 好 呢	选 哪 一 台 好 呢
1035	1035	1039	表态#犹豫	那么，你觉得哪一款适合我	那么 ， 你 觉得 哪 一款 适合 我	那 么 ， 你 觉 得 哪 一 款 适 合 我
1036	1036	1040	表态#犹豫	那么，你觉得这部手机好吗	那么 ， 你 觉得 这 部手机 好 吗	那 么 ， 你 觉 得 这 部 手 机 好 吗
1037	1037	1041	表态#犹豫	那么，我选哪一款好	那么 ， 我选 哪 一款 好	那 么 ， 我 选 哪 一 款 好
1038	1038	1042	表态#犹豫	都不知买不买好	都 不知 买 不 买好	都 不 知 买 不 买 好
1039	1039	1043	表态#犹豫	﻿纠结，不知道买不买好，好纠结	﻿ 纠结 ， 不 知道 买 不 买好 ， 好 纠结	﻿ 纠 结 ， 不 知 道 买 不 买 好 ， 好 纠 结
1040	1040	1044	表态#疑问	为什么	为什么	为 什 么
1041	1041	1045	表态#疑问	真的么	真的 么	真 的 么
1042	1042	1046	表态#疑问	真的么，好好玩的样子	真的 么 ， 好 好玩 的 样子	真 的 么 ， 好 好 玩 的 样 子
1043	1043	1047	表态#疑问	真的么？怎么会这样呢	真的 么 ？ 怎么 会 这样 呢	真 的 么 ？ 怎 么 会 这 样 呢
1044	1044	1048	表态#疑问	真的吗?	真的 吗 ?	真 的 吗 ?
1045	1045	1049	表态#疑问	真的是这样吗?	真的 是 这样 吗 ?	真 的 是 这 样 吗 ?
1046	1046	1050	表态#肯定	OK	OK	O K
1047	1047	735	表态#肯定	一般般	一般般	一 般 般
1048	1048	736	表态#肯定	一般般你	一般般 你	一 般 般 你
1049	1049	1051	表态#肯定	你是对的	你 是 对 的	你 是 对 的
1050	1050	1052	表态#肯定	你说得对	你 说得对	你 说 得 对
1051	1051	1053	表态#肯定	你说的对哦，这件事本该如此	你 说 的 对 哦 ， 这件 事 本该如此	你 说 的 对 哦 ， 这 件 事 本 该 如 此
1052	1052	1054	表态#肯定	可以	可以	可 以
1053	1053	1055	表态#肯定	可以啦	可以 啦	可 以 啦
1054	1054	1056	表态#肯定	可以喔	可以 喔	可 以 喔
1055	1055	1057	表态#肯定	可以接受	可以 接受	可 以 接 受
1056	1056	1058	表态#肯定	可以没问题	可以 没 问题	可 以 没 问 题
1057	1057	1059	表态#肯定	可以的	可以 的	可 以 的
1058	1058	1060	表态#肯定	可以要	可以 要	可 以 要
1059	1059	1061	表态#肯定	同意	同意	同 意
1060	1060	1062	表态#肯定	听你的话	听 你 的话	听 你 的 话
1061	1061	1063	表态#肯定	呦西	呦 西	呦 西
1062	1062	1064	表态#肯定	嗯	嗯	嗯
1063	1063	1065	表态#肯定	嗯，好的啊	嗯 ， 好 的 啊	嗯 ， 好 的 啊
1064	1064	1066	表态#肯定	嗯，对	嗯 ， 对	嗯 ， 对
1065	1065	1067	表态#肯定	嗯，我认为我的想法完全正确	嗯 ， 我 认为 我 的 想法 完全正确	嗯 ， 我 认 为 我 的 想 法 完 全 正 确
1066	1066	1068	表态#肯定	嗯，我认为我的想法是对的	嗯 ， 我 认为 我 的 想法 是 对 的	嗯 ， 我 认 为 我 的 想 法 是 对 的
1067	1067	1069	表态#肯定	嗯，我认为这是对的	嗯 ， 我 认为 这 是 对 的	嗯 ， 我 认 为 这 是 对 的
1068	1068	1070	表态#肯定	嗯，我认为这是正确的	嗯 ， 我 认为 这是 正确 的	嗯 ， 我 认 为 这 是 正 确 的
1069	1069	1071	表态#肯定	嗯，我认为这能行	嗯 ， 我 认为 这能行	嗯 ， 我 认 为 这 能 行
1070	1070	1072	表态#肯定	嗯，是的	嗯 ， 是 的	嗯 ， 是 的
1071	1071	1073	表态#肯定	嗯，是这样	嗯 ， 是 这样	嗯 ， 是 这 样
1072	1072	1074	表态#肯定	嗯，肯定是对的	嗯 ， 肯定 是 对 的	嗯 ， 肯 定 是 对 的
1073	1073	1075	表态#肯定	嗯，肯定是正确的	嗯 ， 肯定 是 正确 的	嗯 ， 肯 定 是 正 确 的
1074	1074	1076	表态#肯定	嗯，这是对的啊	嗯 ， 这 是 对 的 啊	嗯 ， 这 是 对 的 啊
1075	1075	1077	表态#肯定	好吧	好 吧	好 吧
1076	1076	1078	表态#肯定	好好好	好好 好	好 好 好
1077	1077	1079	表态#肯定	好的	好 的	好 的
1078	1078	1080	表态#肯定	好的啊	好 的 啊	好 的 啊
1079	1079	1081	表态#肯定	好的，我支持你	好 的 ， 我 支持 你	好 的 ， 我 支 持 你
1080	1080	1082	表态#肯定	完全正确	完全正确	完 全 正 确
1081	1081	1083	表态#肯定	对	对	对
1082	1082	1084	表态#肯定	对啊	对 啊	对 啊
1083	1083	1085	表态#肯定	对啊，对啊	对 啊 ， 对 啊	对 啊 ， 对 啊
1084	1084	1086	表态#肯定	对的	对 的	对 的
1085	1085	1087	表态#肯定	对的啊	对 的 啊	对 的 啊
1086	1086	1088	表态#肯定	对，就是这样	对 ， 就是 这样	对 ， 就 是 这 样
1087	1087	1089	表态#肯定	就是你说的这样做	就是 你 说 的 这样 做	就 是 你 说 的 这 样 做
1088	1088	1090	表态#肯定	就该这样做的	就 该 这样 做 的	就 该 这 样 做 的
1089	1089	1091	表态#肯定	感觉好像那部手机好一点	感觉 好像 那 部手机 好 一点	感 觉 好 像 那 部 手 机 好 一 点
1090	1090	1092	表态#肯定	我也觉得也是	我 也 觉得 也 是	我 也 觉 得 也 是
1091	1091	1093	表态#肯定	我也这么认为的	我 也 这么 认为 的	我 也 这 么 认 为 的
1092	1092	1094	表态#肯定	我同意	我 同意	我 同 意
1093	1093	1095	表态#肯定	我同意你的想法	我 同意 你 的 想法	我 同 意 你 的 想 法
1094	1094	1096	表态#肯定	我同意你的说法	我 同意 你 的 说法	我 同 意 你 的 说 法
1095	1095	1097	表态#肯定	我坚信我的想法是对的	我 坚信 我 的 想法 是 对 的	我 坚 信 我 的 想 法 是 对 的
1096	1096	1098	表态#肯定	我坚信我的想法是正确的	我 坚信 我 的 想法 是 正确 的	我 坚 信 我 的 想 法 是 正 确 的
1097	1097	1099	表态#肯定	我坚信我的想法，那是一定正确的	我 坚信 我 的 想法 ， 那 是 一定 正确 的	我 坚 信 我 的 想 法 ， 那 是 一 定 正 确 的
1098	1098	1100	表态#肯定	我坚信我的想法，那是十分正确的	我 坚信 我 的 想法 ， 那 是 十分 正确 的	我 坚 信 我 的 想 法 ， 那 是 十 分 正 确 的
1099	1099	1101	表态#肯定	我坚信我的想法，那是完全正确的	我 坚信 我 的 想法 ， 那 是 完全正确 的	我 坚 信 我 的 想 法 ， 那 是 完 全 正 确 的
1100	1100	1102	表态#肯定	我坚信我的想法，那是绝对正确的	我 坚信 我 的 想法 ， 那 是 绝对 正确 的	我 坚 信 我 的 想 法 ， 那 是 绝 对 正 确 的
